Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Santiago, Aveinda ecuador/francisco javier",65815470,1890.0,36,36,1,1,0,26/02/2023
"Santiago, Nataniel Cox/Eleuterio Ramírez",102727850,2950.0,65,65,2,2,0,26/02/2023
"Santiago, Am 55758  arturo prat/condor",125000000,3589.582,46,46,2,1,1,26/02/2023
"Independencia, Santos Dumont/Hospitales",91828251,2637.0,36,36,1,1,0,26/02/2023
"Santiago, Metro bellas artes",76262370,2190.0,33,33,1,1,0,26/02/2023
"San Miguel, Gran avenida con Alvarez de Toledo",85000000,2440.915,37,37,1,1,0,26/02/2023
"Huechuraba, camino de cintura 8023",212420300,6100.0,108,108,3,2,0,26/02/2023
"Las Condes, Vecinal / Apoquindo",243761000,7000.0,85,85,3,2,1,26/02/2023
"Cerrillos, Avenida Américo Vespucio",93673870,2690.0,66,66,3,2,1,26/02/2023
"La Florida, Vicuña Mackenna con Santa Amalia",87000000,2498.349,62,62,3,1,1,26/02/2023
"Santiago, san francisco 335",127103950,3650.0,69,69,3,2,1,26/02/2023
"San Miguel, San nicolás 1450 (piso 5)",125362800,3600.0,81,81,2,2,1,26/02/2023
"Santiago, Av. Santa isabel / julio prado",135809700,3900.0,68,68,3,2,1,26/02/2023
"Santiago, Zenteno/San Diego",69646000,2000.0,39,39,2,1,0,26/02/2023
"Santiago, Metro ula/grajales",74103344,2128.0,23,23,1,1,1,26/02/2023
"Quinta Normal, San Pablo/General Velasquez",69297770,1990.0,41,41,2,1,0,26/02/2023
"Santiago, Catedral/Chacabuco",87057500,2500.0,37,37,1,1,0,26/02/2023
"La Florida, Av. Walker Martínez / Av. La Florida",106210150,3050.0,55,55,2,2,1,26/02/2023
"La Cisterna, La Cisterna, Región Metropolitana",115000000,3302.415,69,69,3,2,1,26/02/2023
"Ñuñoa, Seminario / Tucapel",127103950,3650.0,39,39,1,1,1,26/02/2023
"Ñuñoa, Humberto Trucco - Plaza Ñuñoa",167150400,4800.0,72,72,3,2,1,26/02/2023
"Santiago, Santa Isabel YC 60724/Rauli",74869450,2150.0,32,32,1,1,0,26/02/2023
"Quinta Normal, Santo Domingo  YC 60245/Metro Gruta de Lourdes",74000000,2125.032,25,25,1,1,0,26/02/2023
"La Florida, Camino del Monte/Condominio Alta Vista Casona 3",215902600,6200.0,99,99,3,2,0,26/02/2023
"Santiago, Sazie",129990000,3732.878,92,92,3,1,1,26/02/2023
"Independencia, Av. Fermin Vivaceta/Domingo Santa María",58502640,1680.0,29,29,1,1,0,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",122681429,3523.0,60,60,2,2,1,26/02/2023
"La Cisterna, Invierte seguro, proyecto en verde con entrega 1er trimestre 2023",82182280,2360.0,38,38,1,1,2,26/02/2023
"Las Condes, Las Condes/Av .Kennedy",170632700,4900.0,41,41,1,1,1,26/02/2023
"Las Condes, Geronimo de alderete",398723350,11450.0,150,150,4,4,2,26/02/2023
"San Miguel, Gran avenida/lo ovalle",75879317,2179.0,50,50,3,1,0,26/02/2023
"La Cisterna, salas 8973",81834050,2350.0,80,80,3,1,0,26/02/2023
"Estación Central, Depto. 1 d + 1 b y terraza, a pasos del metro ecuador.",60940250,1750.0,32,32,1,1,0,26/02/2023
"La Florida, Santa Amalia / Los pinos",78000000,2239.899,55,55,2,1,2,26/02/2023
"Santiago, Catedral 1530",150000000,4307.498,66,66,2,2,1,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",136575806,3922.0,84,84,3,2,1,26/02/2023
"Las Condes, Colon/ sector Manquehue",330818500,9500.0,150,150,3,4,2,26/02/2023
"Macul, Depto nuevo tipo estudio. Cerca a metro rodrigo de araya.",78003520,2240.0,28,28,1,1,0,26/02/2023
"Las Condes, Carlos alvarado / víctor rae int / manquehue",504933500,14500.0,140,140,3,3,2,26/02/2023
"Lo Barnechea, Av. La dehesa",626814000,18000.0,214,214,3,3,3,26/02/2023
"Ñuñoa, !se reciben ofertas¡/hamburgo",247243300,7100.0,96,96,3,3,0,26/02/2023
"Providencia, Plaza las lilas",484039700,13900.0,159,159,3,3,2,26/02/2023
"Lo Barnechea, El peral 646",588508700,16900.0,149,149,4,4,0,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",126929835,3645.0,60,60,2,2,1,26/02/2023
"Santiago, matucana/Parque Los Reyes",73093477,2099.0,0,0,1,1,0,26/02/2023
"Lo Barnechea, El Tranque interior",304039613,8731.0,92,92,2,3,0,26/02/2023
"Santiago, (am 56457) san diego/victoria",50000000,1435.833,23,23,1,1,0,26/02/2023
"La Cisterna, Briones Luco",10272785000,295000.0,45,45,2,1,0,26/02/2023
"Providencia, Bilbao/Holanda/Pocuro",219559015,6305.0,49,49,2,2,1,26/02/2023
"Santiago, Depto de 1d+1b+terraza y bodega a pasos del parque los reyes",75990000,2182.178,42,42,1,1,8,26/02/2023
"Las Condes, Apoquindo 4944",226349500,6500.0,87,87,3,2,1,26/02/2023
"Las Condes, Manquehue/victor rae",414393700,11900.0,160,160,3,3,0,26/02/2023
"Las Condes, Hernando de Magallanes / Cristóbal Colón",230000000,6604.83,84,84,2,2,1,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",116900811,3357.0,71,71,3,2,1,26/02/2023
"Santiago, Moderno departamento estudio molina/sazie piso 4",69646000,2000.0,33,33,1,1,0,26/02/2023
"La Florida, La florida metro mirador",141033150,4050.0,75,75,3,2,1,26/02/2023
"Santiago, Quilin",118398200,3400.0,49,49,2,1,0,26/02/2023
"Santiago, Curicó / diagonal paraguay  2 dor",127103950,3650.0,42,42,2,1,0,26/02/2023
"La Florida, Serafin Zamora/Vicuña Mackenna Metro Bellavista",156390093,4491.0,61,61,2,2,1,26/02/2023
"Santiago, Mapocho esquina San Martín",65815470,1890.0,33,33,1,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",135000000,3876.748,72,72,3,2,1,26/02/2023
"Ñuñoa, Ñuñoa, Región Metropolitana",180383140,5180.0,71,71,3,2,1,26/02/2023
"Santiago, Sazie, Santiago",104120770,2990.0,45,45,1,1,0,26/02/2023
"Santiago, Catedral/Chacabuco",80092900,2300.0,31,31,1,1,0,26/02/2023
"Estación Central, Metro san alberto hurtado / alameda / nicasio retamales",94022100,2700.0,47,47,2,2,0,26/02/2023
"Providencia, Diego de Almagro",412373966,11842.0,125,125,3,2,0,26/02/2023
"Vitacura, Las nieves",792223250,22750.0,820,820,3,4,2,26/02/2023
"Ñuñoa, Calle Nueva",140000000,4020.331,63,63,2,1,1,26/02/2023
"Ñuñoa, Duble Almeyda// Metro Chile España/Nor-oriente   Brown Sur// Plaza Ñuñoa",165409250,4750.0,74,74,2,1,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",69646000,2000.0,31,31,1,1,0,26/02/2023
"Ñuñoa, Sucre / pedro de valdivia",147997750,4250.0,38,38,1,1,1,26/02/2023
"Santiago, Condor / San Diego",76610600,2200.0,40,40,1,1,0,26/02/2023
"Las Condes, Escuela militar, metro",173766770,4990.0,41,41,1,1,0,26/02/2023
"Vitacura, Fernando de Arguello",485780850,13950.0,150,150,3,2,2,26/02/2023
"Providencia, Duplex amoblado de 1d+ 1b. Metro inés de suarez. Precio 2019",215902600,6200.0,61,61,1,1,0,26/02/2023
"Vitacura, Candelaria Goyenechea/Américo Vespucio",479408241,13767.0,125,125,3,3,1,26/02/2023
"San Joaquín, Avenida Vicuña Mackenna , San Joaquín, Dpto. 25",114915900,3300.0,55,55,2,2,1,26/02/2023
"Santiago, Parque forestal, metro, monjitas",76610600,2200.0,36,36,1,1,0,26/02/2023
"La Florida, Alto macul",208589770,5990.0,105,105,3,2,1,26/02/2023
"Santiago, Morandé / santo domingo",146256600,4200.0,72,72,2,2,1,26/02/2023
"Santiago, Mapocho 1450",63551975,1825.0,35,35,1,1,0,26/02/2023
"Las Condes, Kennedy/ manquehue/parque arauco",189785350,5450.0,48,48,1,1,0,26/02/2023
"Santiago, Santa Rosa con Santa Isabel, Santiago",83575200,2400.0,38,38,1,1,0,26/02/2023
"Vitacura, El aromo/lo beltran",226349500,6500.0,81,81,3,2,0,26/02/2023
"Santiago, Rosas/san pablo",79744670,2290.0,34,34,1,1,0,26/02/2023
"Providencia, Suecia /Pocuro",470110500,13500.0,185,185,4,4,2,26/02/2023
"Lo Barnechea, Las condes",220000000,6317.664,118,118,3,3,1,26/02/2023
"Lo Barnechea, La dehesa/el radal",295995500,8500.0,73,73,2,2,2,26/02/2023
"Providencia, Metro Tobalaba/Holanda",170632700,4900.0,52,52,2,1,0,26/02/2023
"Santiago, Tucapel Jiménez , Santiago de Chile",90191570,2590.0,42,42,2,1,0,26/02/2023
"Santiago, Morande/ santo domingo/metro plaza de armas",118398200,3400.0,70,70,2,2,0,26/02/2023
"Providencia, Metro Pedro de Valdivia",236796400,6800.0,81,81,2,2,1,26/02/2023
"Estación Central, Conde del maule/metro san alberto hurtado",57000000,1636.849,3,3,1,1,0,26/02/2023
"Santiago, Santa Isabel/ San Francisco, Santiago",139292000,4000.0,63,63,3,2,0,26/02/2023
"Estación Central, Metro san alberto hurtado/av ecuador",79000000,2268.616,39,39,2,1,0,26/02/2023
"Santiago, Tarapaca/Padre Miguel de Olivares",111433600,3200.0,47,47,2,2,1,26/02/2023
"Lo Barnechea, Dpto. venta 2 dorm 2 baños Norte 95 mts2 Gran Terraza Nuevo",347707655,9985.0,94,94,2,2,0,26/02/2023
"Santiago, Depto de 2d+2b, terraza, estc. Y bodega. Metro irarrázaval",125362800,3600.0,62,62,2,2,0,26/02/2023
"Santiago, Metro Moneda",114915900,3300.0,66,66,2,2,0,26/02/2023
"Santiago, Libertad/Erasmo Escala",129680852,3724.0,49,49,2,1,0,26/02/2023
"Santiago, Ismael Valdés Vergara",162797525,4675.0,66,66,1,2,0,26/02/2023
"Lo Barnechea, Parque la huasa/el rodeo",459663600,13200.0,158,158,3,2,0,26/02/2023
"Las Condes, Av. Manquehue sur / ingeniero pedro blanquier",452350770,12990.0,159,159,4,3,3,26/02/2023
"Las Condes, Hermanos cabot / capitan crosbie",309924700,8900.0,101,101,2,2,1,26/02/2023
"Ñuñoa, Lyon-Irarrazaval, Ñuñoa",128845100,3700.0,43,43,1,1,0,26/02/2023
"Quinta Normal, Pedro León Ugalde , Quinta Normal",88450420,2540.0,51,51,3,1,0,26/02/2023
"Ñuñoa, Avenida Salvador// Primer piso/Jose Domingo Cañas// Nor oriente",168996019,4853.0,71,71,3,2,0,26/02/2023
"Estación Central, Avenida Ecuador",113174750,3250.0,61,61,2,2,0,26/02/2023
"Ñuñoa, Barrio Italia",232500000,6676.622,102,102,4,2,1,26/02/2023
"La Cisterna, Gran Avda. José Miguel Carrera/Avda. Las Brisas",95415020,2740.0,54,54,2,1,1,26/02/2023
"Las Condes, El golf",336041950,9650.0,94,94,2,2,2,26/02/2023
"Santiago, Roberto Esponoza con Av Matta",114915900,3300.0,67,67,2,2,1,26/02/2023
"Vitacura, Av Bicentenario 3236, vitacura",452699000,13000.0,156,156,3,5,2,26/02/2023
"Santiago, Argomedo",113522980,3260.0,53,53,2,2,0,26/02/2023
"Vitacura, Jose maria escriva de balaguer, exclusivo penthouse",609402500,17500.0,160,160,1,2,2,26/02/2023
"Quinta Normal, A cinco minutos del metro Gruta de Lourdes",60940250,1750.0,33,33,1,1,0,26/02/2023
"Las Condes, colón",383018177,10999.0,140,140,3,2,2,26/02/2023
"Providencia, Luis thayer ojeda - holanda",334300800,9600.0,150,150,3,3,2,26/02/2023
"Independencia, Fermin Vivaceta/José Bisquert",102518912,2944.0,56,56,2,1,1,26/02/2023
"Santiago, Libertad/Barrio Brasil",101230461,2907.0,37,37,1,1,0,26/02/2023
"El Bosque, Av lo blanco  ag 59268 /yc 59268 lo moreno",70000000,2010.166,43,43,3,1,1,26/02/2023
"Santiago, Santiago, Región Metropolitana",153047085,4395.0,61,61,2,2,0,26/02/2023
"Estación Central, Carlos pezoa veliz",67661089,1943.0,33,33,1,1,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",118955368,3416.0,71,71,3,2,1,26/02/2023
"Las Condes, Visviri - Alonso de Camargo",316889300,9100.0,125,125,4,2,1,26/02/2023
"Ñuñoa, Ñuñoa, Región Metropolitana",194312340,5580.0,85,85,1,1,1,26/02/2023
"Independencia, Santos Dumont/Hospitales",90853207,2609.0,36,36,1,1,0,26/02/2023
"Santiago, San isidro",69646000,2000.0,28,28,1,1,0,26/02/2023
"Vitacura, Espoz - Candelaria Goyenechea/Doctora María Figueroa - Vitacura",975044000,28000.0,340,340,5,5,3,26/02/2023
"Ñuñoa, Barrio italia",121880500,3500.0,36,36,1,1,0,26/02/2023
"Las Condes, Homs",330818500,9500.0,92,92,3,2,0,26/02/2023
"Vitacura, Amplio departamento en paderewsky 1544",330470270,9490.0,100,100,2,2,2,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",124492225,3575.0,60,60,2,2,1,26/02/2023
"Santiago, Depto de 2d+2b+2 terrazas+estc. Cerca a metro cumming",90539800,2600.0,45,45,2,2,1,26/02/2023
"Las Condes, Depto 3d+3b+3 estac. + 2bodegas. Cercano a metro manquehue",383053000,11000.0,163,163,3,3,3,26/02/2023
"Recoleta, Los Zapadores , Recoleta, Dpto. 4",82000000,2354.766,55,55,3,1,0,26/02/2023
"Las Condes, Martin alonso pinzón / robinson crusoe",400464500,11500.0,140,140,3,3,1,26/02/2023
"Santiago, Libertad/Barrio Brasil",104051124,2988.0,39,39,1,1,0,26/02/2023
"Las Condes, El golf roger de flor apoquindo",283807450,8150.0,88,88,2,2,1,26/02/2023
"Lo Barnechea, El Tranque interior",312989124,8988.0,93,93,2,3,0,26/02/2023
"Santiago, Invierte en uf !!! santiago centro, grajales, j.M. Carrera",67904850,1950.0,32,32,1,1,0,26/02/2023
"Independencia, Metro plaza chacabuco/pablo urzua",97504400,2800.0,55,55,3,2,0,26/02/2023
"Santiago, Venta Departamento 2 Dormitorios Santiago",62681400,1800.0,38,38,2,1,0,26/02/2023
"San Miguel, Octava avenida con tercera avenida",139292000,4000.0,70,70,3,2,1,26/02/2023
"Santiago, Dieciocho - Copiapó",86709270,2490.0,41,41,1,1,0,26/02/2023
"Santiago, Depto de 1d+1b+terraza+estc+bodega. Cerca de m. Matta",88798650,2550.0,39,39,1,1,1,26/02/2023
"Estación Central, Av. Ecuador  ag/francisco zelda",62000000,1780.432,39,39,1,1,0,26/02/2023
"Macul, Escuela Agricola",100986700,2900.0,44,44,1,1,1,26/02/2023
"Santiago, Marin",76610600,2200.0,32,32,1,1,0,26/02/2023
"Providencia, Plaza Dinamarca/El Bosque",592791929,17023.0,169,169,4,3,1,26/02/2023
"Vitacura, Lo curro",975044000,28000.0,450,450,4,5,3,26/02/2023
"Las Condes, Americo Vespucio Sur , Las Condes, Región Metropolitana de Santiago , Chile",553685700,15900.0,200,200,4,4,2,26/02/2023
"Ñuñoa, Metro Ñuble - Full equipado",97504400,2800.0,42,42,1,1,0,26/02/2023
"Providencia, Perez valenzuela",156703500,4500.0,45,45,1,1,1,26/02/2023
"San Miguel, Sexta Avenida  ag/Primera Transversal",88798650,2550.0,35,35,1,1,1,26/02/2023
"Las Condes, Apoquindo 4944",228090650,6550.0,87,87,3,2,0,26/02/2023
"Las Condes, Visviri",301218950,8650.0,126,126,3,3,2,26/02/2023
"Santiago, Miraflores , Santiago de Chile, Dpto. 11",118398200,3400.0,50,50,3,2,0,26/02/2023
"Providencia, General Flores / Metro Manuel Montt",291503333,8371.0,69,69,1,2,0,26/02/2023
"Santiago, Libertad/Erasmo Escala",126233375,3625.0,49,49,2,1,0,26/02/2023
"Independencia, Independencia / Colon",64422550,1850.0,31,31,1,1,75,26/02/2023
"Vitacura, Candelaria/Brown",461544042,13254.0,131,131,2,2,2,26/02/2023
"Las Condes, Metro Los Domínicos",384794150,11050.0,120,120,3,3,1,26/02/2023
"Vitacura, Duplex jardín del este/con terraza soñada/3 estac.",626465770,17990.0,389,389,5,6,3,26/02/2023
"Recoleta, Diag. Jose maria caro/av dorsal",71000000,2038.882,48,48,2,1,0,26/02/2023
"Las Condes, Cerro el plomo / alonso de córdoba / los militares",377829550,10850.0,120,120,4,3,2,26/02/2023
"San Joaquín, Vicuña mackenna, metro agrícola, campus san joaquin",104120770,2990.0,50,50,2,1,0,26/02/2023
"Estación Central, Francisco Zelada // Avenida Libertador Bernardo Ohiggins",69000000,1981.449,60,60,2,2,0,26/02/2023
"San Miguel, San Miguel, Región Metropolitana",99245550,2850.0,57,57,2,2,0,26/02/2023
"Recoleta, Av perú",150000000,4307.498,79,79,3,2,1,26/02/2023
"Las Condes, 2 estacionamientos/Alonso de Córdova/Av. Américo Vespucio Sur",433546350,12450.0,140,140,4,3,2,26/02/2023
"Estación Central, Las Rejas Norte ag/Av. Ecuador",80092900,2300.0,40,40,2,1,0,26/02/2023
"Santiago, Rosas Santo Domingo",55368570,1590.0,23,23,1,1,0,26/02/2023
"Estación Central, Departamento con 1d + 1b y terraza. Cerca m. San alberto h.",67904850,1950.0,39,39,1,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",69297770,1990.0,31,31,1,1,0,26/02/2023
"San Miguel, Alcalde pedro alarcón (piso 13)",104469000,3000.0,68,68,2,2,0,26/02/2023
"Las Condes, Calle luz / el golf",477075100,13700.0,152,152,3,2,2,26/02/2023
"Santiago, Celia Sola/Diagonal Vicuña Mackenna",142217132,4084.0,76,76,3,2,0,26/02/2023
"Santiago, Celia Sola/Diagonal Vicuña Mackenna",149007617,4279.0,76,76,3,2,0,26/02/2023
"La Florida, Colombia 7700",132327400,3800.0,80,80,3,2,0,26/02/2023
"Santiago, Santa Victoria// Carmen",80000000,2297.332,34,34,1,1,1,26/02/2023
"Santiago, Vergara/Domeiko",154962350,4450.0,49,49,2,2,1,26/02/2023
"La Cisterna, Metro Lo Ovalle/La Cisterna",126024437,3619.0,60,60,2,2,1,26/02/2023
"Ñuñoa, Zañartu 1905",198491100,5700.0,81,81,3,2,1,26/02/2023
"La Florida, Metro Vicente Valdes / La Florida",80092900,2300.0,37,37,1,1,0,26/02/2023
"Ñuñoa, Ñuñoa, Región Metropolitana",139292000,4000.0,47,47,1,1,1,26/02/2023
"Estación Central, Av. Las rejas yc 62266/alameda",88798650,2550.0,56,56,3,2,1,26/02/2023
"Quinta Normal, Venta Departamento 3 Dormitorios Quinta Normal",67173567,1929.0,52,52,3,1,0,26/02/2023
"Estación Central, Radal   YC 60881/Conde del Maule",60592020,1740.0,35,35,1,1,0,26/02/2023
"La Florida, Inés De Suarez , La Florida, Dpto. 5",118398200,3400.0,33,33,1,1,1,26/02/2023
"Santiago, Bandera/Rozas",106384265,3055.0,39,39,1,1,1,26/02/2023
"San Miguel, Gran Avenida José Miguel Carrera/Lazo",78699980,2260.0,34,34,1,1,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",121706385,3495.0,71,71,3,2,1,26/02/2023
"Las Condes, 3 dorm + 3 baños amoblado",313407000,9000.0,4,4,3,3,0,26/02/2023
"Vitacura, Paul Claudel/ Vitacura",290772050,8350.0,110,110,2,2,6,26/02/2023
"La Florida, Walker Martínez con Julio Vildósola",88798650,2550.0,35,35,1,1,1,26/02/2023
"Lo Barnechea, Increible vista/los cactus",766106000,22000.0,302,302,3,3,3,26/02/2023
"Vitacura, Club de polo",532791900,15300.0,203,203,5,5,2,26/02/2023
"Ñuñoa, Oportunidad Pedro de Valdivia/Zañartu",117701740,3380.0,57,57,2,2,0,26/02/2023
"Vitacura, Cantagallo",442252100,12700.0,175,175,4,3,2,26/02/2023
"Lo Barnechea, !!se reciben ofertas!!/el tranque",598955600,17200.0,231,231,3,4,2,26/02/2023
"Estación Central, Av Ecuador    YC 60333/Radal",60592020,1740.0,35,35,1,1,0,26/02/2023
"Puente Alto, Condominio Las Vertientes/Las Vizcachas",119059837,3419.0,71,71,3,2,1,26/02/2023
"Santiago, Bandera/Rozas",138212487,3969.0,62,62,2,2,1,26/02/2023
"Ñuñoa, Pedro de valdivia/los alerces",91201437,2619.0,37,37,1,1,1,26/02/2023
"Santiago, carabineros de chile",110000000,3158.832,70,70,3,2,0,26/02/2023
"Santiago, Monjitas con Mosqueto",72780070,2090.0,43,43,1,1,0,26/02/2023
"Santiago, Depto con 1d + 1b y terraza cerca de metro san alb. Hurtado",67904850,1950.0,39,39,1,1,0,26/02/2023
"Independencia, Av Hipodromo de Chile  YC 50768/Av Independencia",74869450,2150.0,35,35,2,1,0,26/02/2023
"San Joaquín, Celia Solar/Diagonal Av. Vic. Mackenna",119129483,3421.0,57,57,3,2,0,26/02/2023
"Providencia, Tobalaba / metro colón",309924700,8900.0,104,104,3,3,2,26/02/2023
"San Miguel, Alcalde Pedro Alarcón con Santa Rosa",120139350,3450.0,58,58,2,2,1,26/02/2023
"Providencia, Los leones / plaza 18 de septiembre",219384900,6300.0,72,72,2,2,0,26/02/2023
"San Miguel, Carvajal YC 59368/Jose Ureta",62000000,1780.432,48,48,2,1,1,26/02/2023
"Santiago, Diagonal paraguay 150",131979170,3790.0,54,54,2,2,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",90539800,2600.0,44,44,2,1,0,26/02/2023
"Las Condes, Alto las condes",417876000,12000.0,190,190,3,4,2,26/02/2023
"La Florida, Tobalaba con departamental",51154987,1469.0,80,80,3,1,1,26/02/2023
"Santiago, Eyzaguirre/San Francisco",149738900,4300.0,68,68,3,2,1,26/02/2023
"Providencia, Pocuro/Pedrode Valdivia/U Finis Terrae",208938000,6000.0,45,45,1,1,0,26/02/2023
"Santiago, Atacama / Maipú",70000000,2010.166,55,55,3,1,0,26/02/2023
"Santiago, Santiago, Región Metropolitana",73128300,2100.0,35,35,1,1,0,26/02/2023
"Santiago, Venta o arriendo,excelente departamento, primer piso.",128900000,3701.577,53,53,2,2,0,26/02/2023
"Santiago, Santa Isabel",135000000,3876.748,70,70,3,2,0,26/02/2023
"Santiago, Bandera/Rozas",134973948,3876.0,62,62,2,2,1,26/02/2023
"Ñuñoa, Pedro Torres con Echeñique",295995500,8500.0,108,108,3,2,2,26/02/2023
"Providencia, Providencia, Región Metropolitana",290000000,8327.829,100,100,3,2,1,26/02/2023
"San Miguel, Edificio Indigo/Alcalde Pedro Alarcon",156250801,4487.0,71,71,3,2,1,26/02/2023
"Lo Barnechea, Huinganal/ Monseñor Adolfo Rodriguez",475333950,13650.0,160,160,4,3,2,26/02/2023
"Estación Central, Venta Departamento 1 Dormitorio Estación Central",65815470,1890.0,36,36,1,1,0,26/02/2023
"La Cisterna, Av lo Espejo  YC-59038/Autopista Central",104469000,3000.0,50,50,3,2,1,26/02/2023
"San Joaquín, Castelar norte 250",66163700,1900.0,56,56,3,1,0,26/02/2023
"Ñuñoa, Antonio Varas / Sucre",383053000,11000.0,109,109,3,2,0,26/02/2023
"Estación Central, Metro San Alberto Hurtado/Ecuador",74207813,2131.0,22,22,1,1,1,26/02/2023
"Santiago, San francisco / matta (piso 1)",90000000,2584.499,65,65,3,2,0,26/02/2023
"Santiago, Departamento con 1d+1b y terraza cerca de metro irarrázaval",66000000,1895.299,32,32,1,1,0,26/02/2023
"Providencia, Dario urzua entre lyon y pedro de valdivia",261172500,7500.0,101,101,3,3,2,26/02/2023
"Cerrillos, Av. 18 septiembre/Pje. 11 de Julio",53000000,1521.983,56,56,3,1,1,26/02/2023
"Santiago, Celia Sola/Diagonal Vicuña Mackenna",125188685,3595.0,57,57,3,2,0,26/02/2023
"La Florida, Avenida Vicuña Mackenna // Metro Pedrero",125000000,3589.582,60,60,2,2,0,26/02/2023
"Santiago, Bandera/Rozas",140719743,4041.0,62,62,2,2,1,26/02/2023
"San Miguel, Edificio Indigo/Alcalde Pedro Alarcon",157783013,4531.0,71,71,3,2,1,26/02/2023
"Independencia, Venecia / Vallenar",73128300,2100.0,48,48,2,1,0,25/02/2023
"Santiago, Huérfanos con Miraflores",100986700,2900.0,37,37,2,1,0,25/02/2023
"Santiago, Santiago, Región Metropolitana",123621650,3550.0,62,62,2,2,1,25/02/2023
"Santiago, Santa Isabel/Av. 10 de julio Huamachuco",76262370,2190.0,22,22,1,1,0,25/02/2023
"Quinta Normal, Pedro León Ugalde",90191570,2590.0,48,48,3,1,0,25/02/2023
"Vitacura, avenida Américo Vespucio Norte",692977700,19900.0,244,244,4,4,2,25/02/2023
"Providencia, Diego de Velásquez 2100 - 2400, Providencia, Chile, Providencia, RM (Metropolitana)",198219367,5692.197,78,78,2,1,0,25/02/2023
